ST 1(x),ST 2(y),Rank,Overlap,Overlap/ST 1,ST 1 RCs,ST 2 RCs
InquiryMethods,AreaRegion,none,0,0.0%,652,2079
InquiryMethods,Places,none,0,0.0%,652,8063
InquiryMethods,SpaceTypes,4,492,75.5%,652,33756
InquiryMethods,Forms,22,5,0.8%,652,9159
InquiryMethods,Shapes,24,2,0.3%,652,14707
InquiryMethods,NaturalPhenomena,22,5,0.8%,652,959
InquiryMethods,Information,9,232,35.6%,652,6050
InquiryMethods,VisualInfo,25,1,0.2%,652,1085
InquiryMethods,AVInfo,24,2,0.3%,652,1526
InquiryMethods,WrittenInfo,25,1,0.2%,652,1909
InquiryMethods,StructuredInfo,22,5,0.8%,652,2108
InquiryMethods,AudioInfo,24,2,0.3%,652,453
InquiryMethods,OrganicChemistry,none,0,0.0%,652,929
InquiryMethods,LivingThings,24,2,0.3%,652,11013
InquiryMethods,Eukaryotes,none,0,0.0%,652,9593
InquiryMethods,Plants,none,0,0.0%,652,2303
InquiryMethods,Animals,none,0,0.0%,652,7087
InquiryMethods,OrganicMatter,23,4,0.6%,652,21374
InquiryMethods,Persons,none,0,0.0%,652,3641
InquiryMethods,Agents,none,0,0.0%,652,8662
InquiryMethods,Diseases,24,2,0.3%,652,922
InquiryMethods,Organizations,none,0,0.0%,652,4848
InquiryMethods,ProtistsFungus,none,0,0.0%,652,187
InquiryMethods,BiologicalProcesses,none,0,0.0%,652,295
InquiryMethods,Geopolitical,none,0,0.0%,652,2049
InquiryMethods,Prokaryotes,none,0,0.0%,652,273
InquiryMethods,TopicsCategories,20,10,1.5%,652,1456
InquiryMethods,EconomicSystems,20,10,1.5%,652,1159
InquiryMethods,EmergentKnowledge,15,54,8.3%,652,179
InquiryMethods,InquiryMethods,0,---,---,652,652
InquiryMethods,LearningProcesses,8,278,42.6%,652,1799
InquiryMethods,SocialSystems,16,40,6.1%,652,5524
InquiryMethods,Society,17,31,4.8%,652,4486
InquiryMethods,Artifacts,10,201,30.8%,652,30947
InquiryMethods,FoodDrink,none,0,0.0%,652,2175
InquiryMethods,Facilities,none,0,0.0%,652,2063
InquiryMethods,Products,13,120,18.4%,652,25534
InquiryMethods,PrimarySectorProduct,none,0,0.0%,652,3383
InquiryMethods,SecondarySectorProduct,20,11,1.7%,652,19662
InquiryMethods,TertiarySectorService,13,112,17.2%,652,3258
InquiryMethods,Drugs,none,0,0.0%,652,1701
LearningProcesses,Times,19,51,2.8%,1799,560
LearningProcesses,TimeTypes,1.1,---,---,1799,8142
LearningProcesses,EventTypes,1.1,---,---,1799,7679
LearningProcesses,Chemistry,none,0,0.0%,1799,881
LearningProcesses,NaturalMatter,none,0,0.0%,1799,2675
LearningProcesses,AtomsElements,none,0,0.0%,1799,508
LearningProcesses,NaturalSubstances,none,0,0.0%,1799,1796
LearningProcesses,ActionTypes,3,1599,88.9%,1799,9514
LearningProcesses,SituationTypes,13,276,15.3%,1799,7049
LearningProcesses,LocationPlace,none,0,0.0%,1799,4396
LearningProcesses,AreaRegion,none,0,0.0%,1799,2079
LearningProcesses,Places,none,0,0.0%,1799,8063
LearningProcesses,SpaceTypes,11,483,26.8%,1799,33756
LearningProcesses,Forms,25,4,0.2%,1799,9159
LearningProcesses,Shapes,16,108,6.0%,1799,14707
LearningProcesses,NaturalPhenomena,22,13,0.7%,1799,959
LearningProcesses,Information,11,477,26.5%,1799,6050
LearningProcesses,VisualInfo,17,107,5.9%,1799,1085
LearningProcesses,AVInfo,16,109,6.1%,1799,1526
LearningProcesses,WrittenInfo,16,123,6.8%,1799,1909
LearningProcesses,StructuredInfo,16,126,7.0%,1799,2108
LearningProcesses,AudioInfo,25,4,0.2%,1799,453
LearningProcesses,OrganicChemistry,none,0,0.0%,1799,929
LearningProcesses,LivingThings,21,23,1.3%,1799,11013
LearningProcesses,Eukaryotes,none,0,0.0%,1799,9593
LearningProcesses,Plants,none,0,0.0%,1799,2303
LearningProcesses,Animals,none,0,0.0%,1799,7087
LearningProcesses,OrganicMatter,21,23,1.3%,1799,21374
LearningProcesses,Persons,none,0,0.0%,1799,3641
LearningProcesses,Agents,none,0,0.0%,1799,8662
LearningProcesses,Diseases,21,22,1.2%,1799,922
LearningProcesses,Organizations,none,0,0.0%,1799,4848
LearningProcesses,ProtistsFungus,none,0,0.0%,1799,187
LearningProcesses,BiologicalProcesses,none,0,0.0%,1799,295
LearningProcesses,Geopolitical,none,0,0.0%,1799,2049
LearningProcesses,Prokaryotes,none,0,0.0%,1799,273
LearningProcesses,TopicsCategories,21,18,1.0%,1799,1456
LearningProcesses,EconomicSystems,11,487,27.1%,1799,1159
LearningProcesses,EmergentKnowledge,20,33,1.8%,1799,179
LearningProcesses,InquiryMethods,13,278,15.5%,1799,652
LearningProcesses,LearningProcesses,0,---,---,1799,1799
LearningProcesses,SocialSystems,10,577,32.1%,1799,5524
LearningProcesses,Society,13,343,19.1%,1799,4486
LearningProcesses,Artifacts,8,765,42.5%,1799,30947
LearningProcesses,FoodDrink,none,0,0.0%,1799,2175
LearningProcesses,Facilities,none,0,0.0%,1799,2063
LearningProcesses,Products,12,431,24.0%,1799,25534
LearningProcesses,PrimarySectorProduct,none,0,0.0%,1799,3383
LearningProcesses,SecondarySectorProduct,16,125,6.9%,1799,19662
LearningProcesses,TertiarySectorService,13,352,19.6%,1799,3258
LearningProcesses,Drugs,none,0,0.0%,1799,1701
SocialSystems,Times,none,0,0.0%,5524,560
SocialSystems,TimeTypes,11,1599,28.9%,5524,8142
SocialSystems,EventTypes,11,1599,28.9%,5524,7679
SocialSystems,Chemistry,none,0,0.0%,5524,881
SocialSystems,NaturalMatter,none,1,0.0%,5524,2675
SocialSystems,AtomsElements,none,0,0.0%,5524,508
SocialSystems,NaturalSubstances,none,1,0.0%,5524,1796
SocialSystems,ActionTypes,11,1578,28.6%,5524,9514
SocialSystems,SituationTypes,17,281,5.1%,5524,7049
SocialSystems,LocationPlace,21,73,1.3%,5524,4396
SocialSystems,AreaRegion,25,11,0.2%,5524,2079
SocialSystems,Places,19,131,2.4%,5524,8063
SocialSystems,SpaceTypes,12,1228,22.2%,5524,33756
SocialSystems,Forms,14,660,11.9%,5524,9159
SocialSystems,Shapes,18,204,3.7%,5524,14707
SocialSystems,NaturalPhenomena,none,0,0.0%,5524,959
SocialSystems,Information,9,2082,37.7%,5524,6050
SocialSystems,VisualInfo,18,193,3.5%,5524,1085
SocialSystems,AVInfo,18,193,3.5%,5524,1526
SocialSystems,WrittenInfo,14,594,10.8%,5524,1909
SocialSystems,StructuredInfo,14,571,10.3%,5524,2108
SocialSystems,AudioInfo,none,0,0.0%,5524,453
SocialSystems,OrganicChemistry,none,0,0.0%,5524,929
SocialSystems,LivingThings,24,23,0.4%,5524,11013
SocialSystems,Eukaryotes,none,0,0.0%,5524,9593
SocialSystems,Plants,none,0,0.0%,5524,2303
SocialSystems,Animals,none,0,0.0%,5524,7087
SocialSystems,OrganicMatter,14,792,14.3%,5524,21374
SocialSystems,Persons,14,709,12.8%,5524,3641
SocialSystems,Agents,14,768,13.9%,5524,8662
SocialSystems,Diseases,24,23,0.4%,5524,922
SocialSystems,Organizations,23,28,0.5%,5524,4848
SocialSystems,ProtistsFungus,none,0,0.0%,5524,187
SocialSystems,BiologicalProcesses,none,0,0.0%,5524,295
SocialSystems,Geopolitical,26,5,0.1%,5524,2049
SocialSystems,Prokaryotes,none,0,0.0%,5524,273
SocialSystems,TopicsCategories,24,20,0.4%,5524,1456
SocialSystems,EconomicSystems,1.1,---,---,5524,1159
SocialSystems,EmergentKnowledge,24,16,0.3%,5524,179
SocialSystems,InquiryMethods,22,40,0.7%,5524,652
SocialSystems,LearningProcesses,14,577,10.4%,5524,1799
SocialSystems,SocialSystems,0,---,---,5524,5524
SocialSystems,Society,1.1,---,---,5524,4486
SocialSystems,Artifacts,7,2706,49.0%,5524,30947
SocialSystems,FoodDrink,none,0,0.0%,5524,2175
SocialSystems,Facilities,21,79,1.4%,5524,2063
SocialSystems,Products,14,756,13.7%,5524,25534
SocialSystems,PrimarySectorProduct,26,8,0.1%,5524,3383
SocialSystems,SecondarySectorProduct,19,149,2.7%,5524,19662
SocialSystems,TertiarySectorService,14,642,11.6%,5524,3258
SocialSystems,Drugs,none,0,0.0%,5524,1701
Society,Times,none,0,0.0%,4486,560
Society,TimeTypes,13,788,17.6%,4486,8142
Society,EventTypes,13,788,17.6%,4486,7679
Society,Chemistry,none,0,0.0%,4486,881
Society,NaturalMatter,none,0,0.0%,4486,2675
Society,AtomsElements,none,0,0.0%,4486,508
Society,NaturalSubstances,none,0,0.0%,4486,1796
Society,ActionTypes,11,1122,25.0%,4486,9514
Society,SituationTypes,17,221,4.9%,4486,7049
Society,LocationPlace,20,70,1.6%,4486,4396
Society,AreaRegion,25,11,0.2%,4486,2079
Society,Places,19,128,2.9%,4486,8063
Society,SpaceTypes,12,963,21.5%,4486,33756
Society,Forms,14,652,14.5%,4486,9159
Society,Shapes,19,99,2.2%,4486,14707
Society,NaturalPhenomena,none,0,0.0%,4486,959
Society,Information,9,1714,38.2%,4486,6050
Society,VisualInfo,19,90,2.0%,4486,1085
Society,AVInfo,19,90,2.0%,4486,1526
Society,WrittenInfo,16,289,6.4%,4486,1909
Society,StructuredInfo,17,265,5.9%,4486,2108
Society,AudioInfo,none,0,0.0%,4486,453
Society,OrganicChemistry,none,0,0.0%,4486,929
Society,LivingThings,none,0,0.0%,4486,11013
Society,Eukaryotes,none,0,0.0%,4486,9593
Society,Plants,none,0,0.0%,4486,2303
Society,Animals,none,0,0.0%,4486,7087
Society,OrganicMatter,13,768,17.1%,4486,21374
Society,Persons,13,709,15.8%,4486,3641
Society,Agents,13,767,17.1%,4486,8662
Society,Diseases,none,0,0.0%,4486,922
Society,Organizations,23,27,0.6%,4486,4848
Society,ProtistsFungus,none,0,0.0%,4486,187
Society,BiologicalProcesses,none,0,0.0%,4486,295
Society,Geopolitical,26,5,0.1%,4486,2049
Society,Prokaryotes,none,0,0.0%,4486,273
Society,TopicsCategories,24,17,0.4%,4486,1456
Society,EconomicSystems,16,334,7.4%,4486,1159
Society,EmergentKnowledge,24,16,0.4%,4486,179
Society,InquiryMethods,22,31,0.7%,4486,652
Society,LearningProcesses,16,343,7.6%,4486,1799
Society,SocialSystems,1.1,---,---,4486,5524
Society,Society,0,---,---,4486,4486
Society,Artifacts,8,1888,42.1%,4486,30947
Society,FoodDrink,none,0,0.0%,4486,2175
Society,Facilities,20,78,1.7%,4486,2063
Society,Products,15,412,9.2%,4486,25534
Society,PrimarySectorProduct,none,0,0.0%,4486,3383
Society,SecondarySectorProduct,19,111,2.5%,4486,19662
Society,TertiarySectorService,16,312,7.0%,4486,3258
Society,Drugs,none,0,0.0%,4486,1701
Artifacts,Times,none,0,0.0%,30947,560
Artifacts,TimeTypes,15,2908,9.4%,30947,8142
Artifacts,EventTypes,15,2892,9.3%,30947,7679
Artifacts,Chemistry,20,583,1.9%,30947,881
Artifacts,NaturalMatter,16,1921,6.2%,30947,2675
Artifacts,AtomsElements,21,388,1.3%,30947,508
Artifacts,NaturalSubstances,17,1459,4.7%,30947,1796
Artifacts,ActionTypes,15,3074,9.9%,30947,9514
Artifacts,SituationTypes,15,2830,9.1%,30947,7049
Artifacts,LocationPlace,17,1364,4.4%,30947,4396
Artifacts,AreaRegion,19,862,2.8%,30947,2079
Artifacts,Places,14,4233,13.7%,30947,8063
Artifacts,SpaceTypes,6,18299,59.1%,30947,33756
Artifacts,Forms,13,5852,18.9%,30947,9159
Artifacts,Shapes,9,11360,36.7%,30947,14707
Artifacts,NaturalPhenomena,20,532,1.7%,30947,959
Artifacts,Information,14,3654,11.8%,30947,6050
Artifacts,VisualInfo,18,950,3.1%,30947,1085
Artifacts,AVInfo,17,1349,4.4%,30947,1526
Artifacts,WrittenInfo,17,1659,5.4%,30947,1909
Artifacts,StructuredInfo,17,1815,5.9%,30947,2108
Artifacts,AudioInfo,21,416,1.3%,30947,453
Artifacts,OrganicChemistry,20,602,1.9%,30947,929
Artifacts,LivingThings,12,6388,20.6%,30947,11013
Artifacts,Eukaryotes,12,6278,20.3%,30947,9593
Artifacts,Plants,16,2222,7.2%,30947,2303
Artifacts,Animals,14,4011,13.0%,30947,7087
Artifacts,OrganicMatter,11,8287,26.8%,30947,21374
Artifacts,Persons,none,0,0.0%,30947,3641
Artifacts,Agents,25,69,0.2%,30947,8662
Artifacts,Diseases,26,26,0.1%,30947,922
Artifacts,Organizations,26,21,0.1%,30947,4848
Artifacts,ProtistsFungus,26,45,0.1%,30947,187
Artifacts,BiologicalProcesses,none,0,0.0%,30947,295
Artifacts,Geopolitical,none,0,0.0%,30947,2049
Artifacts,Prokaryotes,none,0,0.0%,30947,273
Artifacts,TopicsCategories,18,1084,3.5%,30947,1456
Artifacts,EconomicSystems,18,980,3.2%,30947,1159
Artifacts,EmergentKnowledge,23,140,0.5%,30947,179
Artifacts,InquiryMethods,23,201,0.6%,30947,652
Artifacts,LearningProcesses,19,765,2.5%,30947,1799
Artifacts,SocialSystems,15,2706,8.7%,30947,5524
Artifacts,Society,16,1888,6.1%,30947,4486
Artifacts,Artifacts,0,---,---,30947,30947
Artifacts,FoodDrink,1.1,---,---,30947,2175
Artifacts,Facilities,1.1,---,---,30947,2063
Artifacts,Products,1.1,---,---,30947,25534
Artifacts,PrimarySectorProduct,1.1,---,---,30947,3383
Artifacts,SecondarySectorProduct,1.1,---,---,30947,19662
Artifacts,TertiarySectorService,1.1,---,---,30947,3258
Artifacts,Drugs,1.1,---,---,30947,1701
FoodDrink,Times,none,0,0.0%,2175,560
FoodDrink,TimeTypes,none,0,0.0%,2175,8142
FoodDrink,EventTypes,none,0,0.0%,2175,7679
FoodDrink,Chemistry,25,4,0.2%,2175,881
FoodDrink,NaturalMatter,25,5,0.2%,2175,2675
FoodDrink,AtomsElements,none,0,0.0%,2175,508
FoodDrink,NaturalSubstances,none,1,0.0%,2175,1796
FoodDrink,ActionTypes,16,141,6.5%,2175,9514
FoodDrink,SituationTypes,none,0,0.0%,2175,7049
FoodDrink,LocationPlace,none,0,0.0%,2175,4396
FoodDrink,AreaRegion,none,0,0.0%,2175,2079
FoodDrink,Places,none,0,0.0%,2175,8063
FoodDrink,SpaceTypes,4,1725,79.3%,2175,33756
FoodDrink,Forms,5,1453,66.8%,2175,9159
FoodDrink,Shapes,11,617,28.4%,2175,14707
FoodDrink,NaturalPhenomena,none,0,0.0%,2175,959
FoodDrink,Information,none,0,0.0%,2175,6050
FoodDrink,VisualInfo,none,0,0.0%,2175,1085
FoodDrink,AVInfo,none,0,0.0%,2175,1526
FoodDrink,WrittenInfo,none,0,0.0%,2175,1909
FoodDrink,StructuredInfo,none,0,0.0%,2175,2108
FoodDrink,AudioInfo,none,0,0.0%,2175,453
FoodDrink,OrganicChemistry,20,34,1.6%,2175,929
FoodDrink,LivingThings,7,1082,49.7%,2175,11013
FoodDrink,Eukaryotes,7,1082,49.7%,2175,9593
FoodDrink,Plants,12,507,23.3%,2175,2303
FoodDrink,Animals,12,530,24.4%,2175,7087
FoodDrink,OrganicMatter,4,1722,79.2%,2175,21374
FoodDrink,Persons,none,0,0.0%,2175,3641
FoodDrink,Agents,none,0,0.0%,2175,8662
FoodDrink,Diseases,none,0,0.0%,2175,922
FoodDrink,Organizations,none,0,0.0%,2175,4848
FoodDrink,ProtistsFungus,19,45,2.1%,2175,187
FoodDrink,BiologicalProcesses,none,0,0.0%,2175,295
FoodDrink,Geopolitical,none,0,0.0%,2175,2049
FoodDrink,Prokaryotes,none,0,0.0%,2175,273
FoodDrink,TopicsCategories,24,6,0.3%,2175,1456
FoodDrink,EconomicSystems,none,0,0.0%,2175,1159
FoodDrink,EmergentKnowledge,none,0,0.0%,2175,179
FoodDrink,InquiryMethods,none,0,0.0%,2175,652
FoodDrink,LearningProcesses,none,0,0.0%,2175,1799
FoodDrink,SocialSystems,none,0,0.0%,2175,5524
FoodDrink,Society,none,0,0.0%,2175,4486
FoodDrink,Artifacts,1.1,---,---,2175,30947
FoodDrink,FoodDrink,0,---,---,2175,2175
FoodDrink,Facilities,none,0,0.0%,2175,2063
FoodDrink,Products,3,1893,87.0%,2175,25534
FoodDrink,PrimarySectorProduct,19,58,2.7%,2175,3383
FoodDrink,SecondarySectorProduct,3,1893,87.0%,2175,19662
FoodDrink,TertiarySectorService,none,0,0.0%,2175,3258
FoodDrink,Drugs,20,39,1.8%,2175,1701
Facilities,Times,none,0,0.0%,2063,560
Facilities,TimeTypes,none,0,0.0%,2063,8142
Facilities,EventTypes,none,0,0.0%,2063,7679
Facilities,Chemistry,none,0,0.0%,2063,881
Facilities,NaturalMatter,18,67,3.2%,2063,2675
Facilities,AtomsElements,none,0,0.0%,2063,508
Facilities,NaturalSubstances,18,66,3.2%,2063,1796
Facilities,ActionTypes,18,65,3.2%,2063,9514
Facilities,SituationTypes,3,1671,81.0%,2063,7049
Facilities,LocationPlace,8,845,41.0%,2063,4396
Facilities,AreaRegion,15,200,9.7%,2063,2079
Facilities,Places,3,1725,83.6%,2063,8063
Facilities,SpaceTypes,2,1988,96.4%,2063,33756
Facilities,Forms,9,731,35.4%,2063,9159
Facilities,Shapes,10,719,34.9%,2063,14707
Facilities,NaturalPhenomena,none,0,0.0%,2063,959
Facilities,Information,18,73,3.5%,2063,6050
Facilities,VisualInfo,23,13,0.6%,2063,1085
Facilities,AVInfo,23,13,0.6%,2063,1526
Facilities,WrittenInfo,none,0,0.0%,2063,1909
Facilities,StructuredInfo,none,0,0.0%,2063,2108
Facilities,AudioInfo,none,0,0.0%,2063,453
Facilities,OrganicChemistry,none,0,0.0%,2063,929
Facilities,LivingThings,none,0,0.0%,2063,11013
Facilities,Eukaryotes,none,0,0.0%,2063,9593
Facilities,Plants,none,0,0.0%,2063,2303
Facilities,Animals,none,0,0.0%,2063,7087
Facilities,OrganicMatter,22,16,0.8%,2063,21374
Facilities,Persons,none,0,0.0%,2063,3641
Facilities,Agents,none,0,0.0%,2063,8662
Facilities,Diseases,none,0,0.0%,2063,922
Facilities,Organizations,none,0,0.0%,2063,4848
Facilities,ProtistsFungus,none,0,0.0%,2063,187
Facilities,BiologicalProcesses,none,0,0.0%,2063,295
Facilities,Geopolitical,none,0,0.0%,2063,2049
Facilities,Prokaryotes,none,0,0.0%,2063,273
Facilities,TopicsCategories,19,45,2.2%,2063,1456
Facilities,EconomicSystems,none,1,0.0%,2063,1159
Facilities,EmergentKnowledge,none,0,0.0%,2063,179
Facilities,InquiryMethods,none,0,0.0%,2063,652
Facilities,LearningProcesses,none,0,0.0%,2063,1799
Facilities,SocialSystems,18,79,3.8%,2063,5524
Facilities,Society,18,78,3.8%,2063,4486
Facilities,Artifacts,1.1,---,---,2063,30947
Facilities,FoodDrink,none,0,0.0%,2063,2175
Facilities,Facilities,0,---,---,2063,2063
Facilities,Products,5,1390,67.4%,2063,25534
Facilities,PrimarySectorProduct,23,10,0.5%,2063,3383
Facilities,SecondarySectorProduct,6,1164,56.4%,2063,19662
Facilities,TertiarySectorService,14,238,11.5%,2063,3258
Facilities,Drugs,none,0,0.0%,2063,1701
Products,Times,none,0,0.0%,25534,560
Products,TimeTypes,17,1412,5.5%,25534,8142
Products,EventTypes,17,1396,5.5%,25534,7679
Products,Chemistry,19,582,2.3%,25534,881
Products,NaturalMatter,16,1906,7.5%,25534,2675
Products,AtomsElements,20,377,1.5%,25534,508
Products,NaturalSubstances,17,1459,5.7%,25534,1796
Products,ActionTypes,15,2047,8.0%,25534,9514
Products,SituationTypes,15,2075,8.1%,25534,7049
Products,LocationPlace,17,1096,4.3%,25534,4396
Products,AreaRegion,18,795,3.1%,25534,2079
Products,Places,14,3588,14.1%,25534,8063
Products,SpaceTypes,5,16532,64.7%,25534,33756
Products,Forms,12,5534,21.7%,25534,9159
Products,Shapes,8,10947,42.9%,25534,14707
Products,NaturalPhenomena,23,155,0.6%,25534,959
Products,Information,16,1954,7.7%,25534,6050
Products,VisualInfo,19,569,2.2%,25534,1085
Products,AVInfo,19,589,2.3%,25534,1526
Products,WrittenInfo,18,926,3.6%,25534,1909
Products,StructuredInfo,18,880,3.4%,25534,2108
Products,AudioInfo,25,40,0.2%,25534,453
Products,OrganicChemistry,19,602,2.4%,25534,929
Products,LivingThings,11,6381,25.0%,25534,11013
Products,Eukaryotes,12,6275,24.6%,25534,9593
Products,Plants,15,2219,8.7%,25534,2303
Products,Animals,13,4011,15.7%,25534,7087
Products,OrganicMatter,10,8210,32.2%,25534,21374
Products,Persons,none,0,0.0%,25534,3641
Products,Agents,none,0,0.0%,25534,8662
Products,Diseases,26,24,0.1%,25534,922
Products,Organizations,none,0,0.0%,25534,4848
Products,ProtistsFungus,25,45,0.2%,25534,187
Products,BiologicalProcesses,none,0,0.0%,25534,295
Products,Geopolitical,none,0,0.0%,25534,2049
Products,Prokaryotes,none,0,0.0%,25534,273
Products,TopicsCategories,17,1031,4.0%,25534,1456
Products,EconomicSystems,20,451,1.8%,25534,1159
Products,EmergentKnowledge,25,54,0.2%,25534,179
Products,InquiryMethods,23,120,0.5%,25534,652
Products,LearningProcesses,20,431,1.7%,25534,1799
Products,SocialSystems,18,756,3.0%,25534,5524
Products,Society,20,412,1.6%,25534,4486
Products,Artifacts,1.1,---,---,25534,30947
Products,FoodDrink,16,1893,7.4%,25534,2175
Products,Facilities,17,1390,5.4%,25534,2063
Products,Products,0,---,---,25534,25534
Products,PrimarySectorProduct,1.1,---,---,25534,3383
Products,SecondarySectorProduct,1.1,---,---,25534,19662
Products,TertiarySectorService,1.1,---,---,25534,3258
Products,Drugs,1.1,---,---,25534,1701
PrimarySectorProduct,Times,none,0,0.0%,3383,560
PrimarySectorProduct,TimeTypes,none,0,0.0%,3383,8142
PrimarySectorProduct,EventTypes,none,0,0.0%,3383,7679
PrimarySectorProduct,Chemistry,13,510,15.1%,3383,881
PrimarySectorProduct,NaturalMatter,9,1184,35.0%,3383,2675
PrimarySectorProduct,AtomsElements,14,377,11.1%,3383,508
PrimarySectorProduct,NaturalSubstances,12,813,24.0%,3383,1796
PrimarySectorProduct,ActionTypes,23,20,0.6%,3383,9514
PrimarySectorProduct,SituationTypes,18,102,3.0%,3383,7049
PrimarySectorProduct,LocationPlace,24,10,0.3%,3383,4396
PrimarySectorProduct,AreaRegion,18,105,3.1%,3383,2079
PrimarySectorProduct,Places,17,134,4.0%,3383,8063
PrimarySectorProduct,SpaceTypes,6,1691,50.0%,3383,33756
PrimarySectorProduct,Forms,13,520,15.4%,3383,9159
PrimarySectorProduct,Shapes,8,1471,43.5%,3383,14707
PrimarySectorProduct,NaturalPhenomena,none,0,0.0%,3383,959
PrimarySectorProduct,Information,19,67,2.0%,3383,6050
PrimarySectorProduct,VisualInfo,23,20,0.6%,3383,1085
PrimarySectorProduct,AVInfo,23,20,0.6%,3383,1526
PrimarySectorProduct,WrittenInfo,23,17,0.5%,3383,1909
PrimarySectorProduct,StructuredInfo,23,16,0.5%,3383,2108
PrimarySectorProduct,AudioInfo,none,0,0.0%,3383,453
PrimarySectorProduct,OrganicChemistry,13,602,17.8%,3383,929
PrimarySectorProduct,LivingThings,13,583,17.2%,3383,11013
PrimarySectorProduct,Eukaryotes,14,481,14.2%,3383,9593
PrimarySectorProduct,Plants,19,94,2.8%,3383,2303
PrimarySectorProduct,Animals,14,387,11.4%,3383,7087
PrimarySectorProduct,OrganicMatter,7,1666,49.2%,3383,21374
PrimarySectorProduct,Persons,none,0,0.0%,3383,3641
PrimarySectorProduct,Agents,none,0,0.0%,3383,8662
PrimarySectorProduct,Diseases,23,18,0.5%,3383,922
PrimarySectorProduct,Organizations,none,0,0.0%,3383,4848
PrimarySectorProduct,ProtistsFungus,none,0,0.0%,3383,187
PrimarySectorProduct,BiologicalProcesses,none,0,0.0%,3383,295
PrimarySectorProduct,Geopolitical,none,0,0.0%,3383,2049
PrimarySectorProduct,Prokaryotes,none,0,0.0%,3383,273
PrimarySectorProduct,TopicsCategories,14,338,10.0%,3383,1456
PrimarySectorProduct,EconomicSystems,25,8,0.2%,3383,1159
PrimarySectorProduct,EmergentKnowledge,none,0,0.0%,3383,179
PrimarySectorProduct,InquiryMethods,none,0,0.0%,3383,652
PrimarySectorProduct,LearningProcesses,none,0,0.0%,3383,1799
PrimarySectorProduct,SocialSystems,25,8,0.2%,3383,5524
PrimarySectorProduct,Society,none,0,0.0%,3383,4486
PrimarySectorProduct,Artifacts,1.1,---,---,3383,30947
PrimarySectorProduct,FoodDrink,20,58,1.7%,3383,2175
PrimarySectorProduct,Facilities,24,10,0.3%,3383,2063
PrimarySectorProduct,Products,1.1,---,---,3383,25534
PrimarySectorProduct,PrimarySectorProduct,0,---,---,3383,3383
PrimarySectorProduct,SecondarySectorProduct,11,969,28.6%,3383,19662
PrimarySectorProduct,TertiarySectorService,none,0,0.0%,3383,3258
PrimarySectorProduct,Drugs,14,346,10.2%,3383,1701
SecondarySectorProduct,Times,none,0,0.0%,19662,560
SecondarySectorProduct,TimeTypes,19,453,2.3%,19662,8142
SecondarySectorProduct,EventTypes,19,437,2.2%,19662,7679
SecondarySectorProduct,Chemistry,20,353,1.8%,19662,881
SecondarySectorProduct,NaturalMatter,19,543,2.8%,19662,2675
SecondarySectorProduct,AtomsElements,20,292,1.5%,19662,508
SecondarySectorProduct,NaturalSubstances,20,337,1.7%,19662,1796
SecondarySectorProduct,ActionTypes,17,977,5.0%,19662,9514
SecondarySectorProduct,SituationTypes,16,1401,7.1%,19662,7049
SecondarySectorProduct,LocationPlace,19,517,2.6%,19662,4396
SecondarySectorProduct,AreaRegion,24,73,0.4%,19662,2079
SecondarySectorProduct,Places,14,2708,13.8%,19662,8063
SecondarySectorProduct,SpaceTypes,4,14150,72.0%,19662,33756
SecondarySectorProduct,Forms,12,4694,23.9%,19662,9159
SecondarySectorProduct,Shapes,7,9636,49.0%,19662,14707
SecondarySectorProduct,NaturalPhenomena,22,133,0.7%,19662,959
SecondarySectorProduct,Information,15,1737,8.8%,19662,6050
SecondarySectorProduct,VisualInfo,19,515,2.6%,19662,1085
SecondarySectorProduct,AVInfo,19,535,2.7%,19662,1526
SecondarySectorProduct,WrittenInfo,17,844,4.3%,19662,1909
SecondarySectorProduct,StructuredInfo,17,793,4.0%,19662,2108
SecondarySectorProduct,AudioInfo,25,39,0.2%,19662,453
SecondarySectorProduct,OrganicChemistry,23,123,0.6%,19662,929
SecondarySectorProduct,LivingThings,10,5902,30.0%,19662,11013
SecondarySectorProduct,Eukaryotes,10,5898,30.0%,19662,9593
SecondarySectorProduct,Plants,14,2218,11.3%,19662,2303
SecondarySectorProduct,Animals,13,3635,18.5%,19662,7087
SecondarySectorProduct,OrganicMatter,10,6855,34.9%,19662,21374
SecondarySectorProduct,Persons,none,0,0.0%,19662,3641
SecondarySectorProduct,Agents,none,0,0.0%,19662,8662
SecondarySectorProduct,Diseases,none,6,0.0%,19662,922
SecondarySectorProduct,Organizations,none,0,0.0%,19662,4848
SecondarySectorProduct,ProtistsFungus,25,45,0.2%,19662,187
SecondarySectorProduct,BiologicalProcesses,none,0,0.0%,19662,295
SecondarySectorProduct,Geopolitical,none,0,0.0%,19662,2049
SecondarySectorProduct,Prokaryotes,none,0,0.0%,19662,273
SecondarySectorProduct,TopicsCategories,17,1001,5.1%,19662,1456
SecondarySectorProduct,EconomicSystems,25,48,0.2%,19662,1159
SecondarySectorProduct,EmergentKnowledge,none,8,0.0%,19662,179
SecondarySectorProduct,InquiryMethods,26,11,0.1%,19662,652
SecondarySectorProduct,LearningProcesses,23,125,0.6%,19662,1799
SecondarySectorProduct,SocialSystems,22,149,0.8%,19662,5524
SecondarySectorProduct,Society,23,111,0.6%,19662,4486
SecondarySectorProduct,Artifacts,1.1,---,---,19662,30947
