,,,,count,size_1,r1,r2,kko_1,size_2,kko_2,kko_1 %,kko_2 %,,,remaining STs,count,,
3,15,15,15,0,11013,24,1,LivingThings,560,Times,0.0%,0.0%,,,,,,
3,15,15,15,87,11013,24,2,LivingThings,8142,TimeTypes,0.8%,1.1%,,,,,,
3,15,15,15,87,11013,24,3,LivingThings,7679,EventTypes,0.8%,1.1%,,,,,,
3,15,15,15,0,11013,24,4,LivingThings,881,Chemistry,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,5,LivingThings,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,6,LivingThings,508,AtomsElements,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,7,LivingThings,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,15,15,15,654,11013,24,8,LivingThings,9514,ActionTypes,5.9%,6.9%,,,,,,
3,15,15,15,1423,11013,24,9,LivingThings,7049,SituationTypes,12.9%,20.2%,,,,,,
3,15,15,15,0,11013,24,10,LivingThings,4396,LocationPlace,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,11,LivingThings,2079,AreaRegion,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,12,LivingThings,8063,Places,0.0%,0.0%,,,,,,
3,15,15,15,10710,11013,24,13,LivingThings,33756,SpaceTypes,97.2%,31.7%,,,,,,
3,15,15,15,1831,11013,24,14,LivingThings,9159,Forms,16.6%,20.0%,,,,,,
3,15,15,15,6769,11013,24,15,LivingThings,14707,Shapes,61.5%,46.0%,,,,,,
3,15,15,15,0,11013,24,16,LivingThings,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,17,LivingThings,6050,Information,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,18,LivingThings,1085,VisualInfo,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,19,LivingThings,1526,AVInfo,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,20,LivingThings,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,21,LivingThings,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,22,LivingThings,453,AudioInfo,0.0%,0.0%,,,,,,
3,15,15,15,143,11013,24,23,LivingThings,929,OrganicChemistry,1.3%,15.4%,,,,,,
3,15,15,15,635,11013,24,29,LivingThings,3641,Persons,5.8%,17.4%,,,,,,
3,15,15,15,644,11013,24,30,LivingThings,8662,Agents,5.8%,7.4%,,,,,,
3,15,15,15,19,11013,24,32,LivingThings,4848,Organizations,0.2%,0.4%,,,,,,
3,15,15,15,25,11013,24,34,LivingThings,295,BiologicalProcesses,0.2%,8.5%,,,,,,
3,15,15,15,0,11013,24,35,LivingThings,2049,Geopolitical,0.0%,0.0%,,,,,,
3,15,15,15,25,11013,24,37,LivingThings,1456,TopicsCategories,0.2%,1.7%,,,,,,
3,15,15,15,0,11013,24,38,LivingThings,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,15,15,15,0,11013,24,39,LivingThings,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,15,15,15,2,11013,24,40,LivingThings,652,InquiryMethods,0.0%,0.3%,,,,,,
3,15,15,15,23,11013,24,41,LivingThings,1799,LearningProcesses,0.2%,1.3%,,,,,,
3,15,15,15,23,11013,24,42,LivingThings,5524,SocialSystems,0.2%,0.4%,,,,,,
3,15,15,15,0,11013,24,43,LivingThings,4486,Society,0.0%,0.0%,,,,,,
3,15,15,15,6388,11013,24,44,LivingThings,30947,Artifacts,58.0%,20.6%,,,,,,
3,15,15,15,1082,11013,24,45,LivingThings,2175,FoodDrink,9.8%,49.7%,,,,,,
3,15,15,15,0,11013,24,46,LivingThings,2063,Facilities,0.0%,0.0%,,,,,,
3,15,15,15,6381,11013,24,47,LivingThings,25534,Products,57.9%,25.0%,,,,,,
3,15,15,15,583,11013,24,48,LivingThings,3383,PrimarySectorProduct,5.3%,17.2%,,,,,,
3,15,15,15,5902,11013,24,49,LivingThings,19662,SecondarySectorProduct,53.6%,30.0%,,,,,,
3,15,15,15,0,11013,24,50,LivingThings,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,15,15,15,31,11013,24,51,LivingThings,1701,Drugs,0.3%,1.8%,,,,,,
3,15,24,24,0,9593,25,1,Eukaryotes,560,Times,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,2,Eukaryotes,8142,TimeTypes,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,3,Eukaryotes,7679,EventTypes,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,4,Eukaryotes,881,Chemistry,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,5,Eukaryotes,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,6,Eukaryotes,508,AtomsElements,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,7,Eukaryotes,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,15,24,24,550,9593,25,8,Eukaryotes,9514,ActionTypes,5.7%,5.8%,,,,,,
3,15,24,24,559,9593,25,9,Eukaryotes,7049,SituationTypes,5.8%,7.9%,,,,,,
3,15,24,24,0,9593,25,10,Eukaryotes,4396,LocationPlace,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,11,Eukaryotes,2079,AreaRegion,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,12,Eukaryotes,8063,Places,0.0%,0.0%,,,,,,
3,15,24,24,9367,9593,25,13,Eukaryotes,33756,SpaceTypes,97.6%,27.7%,,,,,,
3,15,24,24,1815,9593,25,14,Eukaryotes,9159,Forms,18.9%,19.8%,,,,,,
3,15,24,24,6340,9593,25,15,Eukaryotes,14707,Shapes,66.1%,43.1%,,,,,,
3,15,24,24,0,9593,25,16,Eukaryotes,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,17,Eukaryotes,6050,Information,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,18,Eukaryotes,1085,VisualInfo,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,19,Eukaryotes,1526,AVInfo,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,20,Eukaryotes,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,21,Eukaryotes,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,22,Eukaryotes,453,AudioInfo,0.0%,0.0%,,,,,,
3,15,24,24,27,9593,25,23,Eukaryotes,929,OrganicChemistry,0.3%,2.9%,,,,,,
3,15,24,24,618,9593,25,29,Eukaryotes,3641,Persons,6.4%,17.0%,,,,,,
3,15,24,24,627,9593,25,30,Eukaryotes,8662,Agents,6.5%,7.2%,,,,,,
3,15,24,24,19,9593,25,31,Eukaryotes,922,Diseases,0.2%,2.1%,,,,,,
3,15,24,24,19,9593,25,32,Eukaryotes,4848,Organizations,0.2%,0.4%,,,,,,
3,15,24,24,0,9593,25,34,Eukaryotes,295,BiologicalProcesses,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,35,Eukaryotes,2049,Geopolitical,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,36,Eukaryotes,273,Prokaryotes,0.0%,0.0%,,,,,,
3,15,24,24,22,9593,25,37,Eukaryotes,1456,TopicsCategories,0.2%,1.5%,,,,,,
3,15,24,24,0,9593,25,38,Eukaryotes,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,39,Eukaryotes,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,40,Eukaryotes,652,InquiryMethods,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,41,Eukaryotes,1799,LearningProcesses,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,42,Eukaryotes,5524,SocialSystems,0.0%,0.0%,,,,,,
3,15,24,24,0,9593,25,43,Eukaryotes,4486,Society,0.0%,0.0%,,,,,,
3,15,24,24,6278,9593,25,44,Eukaryotes,30947,Artifacts,65.4%,20.3%,,,,,,
3,15,24,24,1082,9593,25,45,Eukaryotes,2175,FoodDrink,11.3%,49.7%,,,,,,
3,15,24,24,0,9593,25,46,Eukaryotes,2063,Facilities,0.0%,0.0%,,,,,,
3,15,24,24,6275,9593,25,47,Eukaryotes,25534,Products,65.4%,24.6%,,,,,,
3,15,24,24,481,9593,25,48,Eukaryotes,3383,PrimarySectorProduct,5.0%,14.2%,,,,,,
3,15,24,24,5898,9593,25,49,Eukaryotes,19662,SecondarySectorProduct,61.5%,30.0%,,,,,,
3,15,24,24,0,9593,25,50,Eukaryotes,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,15,24,24,31,9593,25,51,Eukaryotes,1701,Drugs,0.3%,1.8%,,,,,,
3,15,24,36,0,2303,26,1,Plants,560,Times,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,2,Plants,8142,TimeTypes,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,3,Plants,7679,EventTypes,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,4,Plants,881,Chemistry,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,5,Plants,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,6,Plants,508,AtomsElements,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,7,Plants,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,15,24,36,13,2303,26,8,Plants,9514,ActionTypes,0.6%,0.1%,,,,,,
3,15,24,36,1,2303,26,9,Plants,7049,SituationTypes,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,10,Plants,4396,LocationPlace,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,11,Plants,2079,AreaRegion,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,12,Plants,8063,Places,0.0%,0.0%,,,,,,
3,15,24,36,2236,2303,26,13,Plants,33756,SpaceTypes,97.1%,6.6%,,,,,,
3,15,24,36,356,2303,26,14,Plants,9159,Forms,15.5%,3.9%,,,,,,
3,15,24,36,67,2303,26,15,Plants,14707,Shapes,2.9%,0.5%,,,,,,
3,15,24,36,0,2303,26,16,Plants,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,17,Plants,6050,Information,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,18,Plants,1085,VisualInfo,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,19,Plants,1526,AVInfo,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,20,Plants,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,21,Plants,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,22,Plants,453,AudioInfo,0.0%,0.0%,,,,,,
3,15,24,36,27,2303,26,23,Plants,929,OrganicChemistry,1.2%,2.9%,,,,,,
3,15,24,36,0,2303,26,27,Plants,7087,Animals,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,29,Plants,3641,Persons,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,30,Plants,8662,Agents,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,31,Plants,922,Diseases,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,32,Plants,4848,Organizations,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,33,Plants,187,ProtistsFungus,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,34,Plants,295,BiologicalProcesses,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,35,Plants,2049,Geopolitical,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,36,Plants,273,Prokaryotes,0.0%,0.0%,,,,,,
3,15,24,36,7,2303,26,37,Plants,1456,TopicsCategories,0.3%,0.5%,,,,,,
3,15,24,36,0,2303,26,38,Plants,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,39,Plants,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,40,Plants,652,InquiryMethods,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,41,Plants,1799,LearningProcesses,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,42,Plants,5524,SocialSystems,0.0%,0.0%,,,,,,
3,15,24,36,0,2303,26,43,Plants,4486,Society,0.0%,0.0%,,,,,,
3,15,24,36,2222,2303,26,44,Plants,30947,Artifacts,96.5%,7.2%,,,,,,
3,15,24,36,507,2303,26,45,Plants,2175,FoodDrink,22.0%,23.3%,,,,,,
3,15,24,36,0,2303,26,46,Plants,2063,Facilities,0.0%,0.0%,,,,,,
3,15,24,36,2219,2303,26,47,Plants,25534,Products,96.4%,8.7%,,,,,,
3,15,24,36,94,2303,26,48,Plants,3383,PrimarySectorProduct,4.1%,2.8%,,,,,,
3,15,24,36,2218,2303,26,49,Plants,19662,SecondarySectorProduct,96.3%,11.3%,,,,,,
3,15,24,36,0,2303,26,50,Plants,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,15,24,36,27,2303,26,51,Plants,1701,Drugs,1.2%,1.6%,,,,,,
3,15,24,35,0,7087,27,1,Animals,560,Times,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,2,Animals,8142,TimeTypes,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,3,Animals,7679,EventTypes,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,4,Animals,881,Chemistry,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,5,Animals,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,6,Animals,508,AtomsElements,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,7,Animals,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,15,24,35,537,7087,27,8,Animals,9514,ActionTypes,7.6%,5.6%,,,,,,
3,15,24,35,558,7087,27,9,Animals,7049,SituationTypes,7.9%,7.9%,,,,,,
3,15,24,35,0,7087,27,10,Animals,4396,LocationPlace,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,11,Animals,2079,AreaRegion,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,12,Animals,8063,Places,0.0%,0.0%,,,,,,
3,15,24,35,6944,7087,27,13,Animals,33756,SpaceTypes,98.0%,20.6%,,,,,,
3,15,24,35,1441,7087,27,14,Animals,9159,Forms,20.3%,15.7%,,,,,,
3,15,24,35,6221,7087,27,15,Animals,14707,Shapes,87.8%,42.3%,,,,,,
3,15,24,35,0,7087,27,16,Animals,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,17,Animals,6050,Information,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,18,Animals,1085,VisualInfo,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,19,Animals,1526,AVInfo,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,20,Animals,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,21,Animals,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,22,Animals,453,AudioInfo,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,23,Animals,929,OrganicChemistry,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,26,Animals,2303,Plants,0.0%,0.0%,,,,,,
3,15,24,35,618,7087,27,29,Animals,3641,Persons,8.7%,17.0%,,,,,,
3,15,24,35,627,7087,27,30,Animals,8662,Agents,8.8%,7.2%,,,,,,
3,15,24,35,16,7087,27,31,Animals,922,Diseases,0.2%,1.7%,,,,,,
3,15,24,35,19,7087,27,32,Animals,4848,Organizations,0.3%,0.4%,,,,,,
3,15,24,35,0,7087,27,33,Animals,187,ProtistsFungus,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,34,Animals,295,BiologicalProcesses,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,35,Animals,2049,Geopolitical,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,36,Animals,273,Prokaryotes,0.0%,0.0%,,,,,,
3,15,24,35,15,7087,27,37,Animals,1456,TopicsCategories,0.2%,1.0%,,,,,,
3,15,24,35,0,7087,27,38,Animals,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,39,Animals,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,40,Animals,652,InquiryMethods,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,41,Animals,1799,LearningProcesses,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,42,Animals,5524,SocialSystems,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,43,Animals,4486,Society,0.0%,0.0%,,,,,,
3,15,24,35,4011,7087,27,44,Animals,30947,Artifacts,56.6%,13.0%,,,,,,
3,15,24,35,530,7087,27,45,Animals,2175,FoodDrink,7.5%,24.4%,,,,,,
3,15,24,35,0,7087,27,46,Animals,2063,Facilities,0.0%,0.0%,,,,,,
3,15,24,35,4011,7087,27,47,Animals,25534,Products,56.6%,15.7%,,,,,,
3,15,24,35,387,7087,27,48,Animals,3383,PrimarySectorProduct,5.5%,11.4%,,,,,,
3,15,24,35,3635,7087,27,49,Animals,19662,SecondarySectorProduct,51.3%,18.5%,,,,,,
3,15,24,35,0,7087,27,50,Animals,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,15,24,35,0,7087,27,51,Animals,1701,Drugs,0.0%,0.0%,,,,,,
3,3,3,3,0,21374,28,1,OrganicMatter,560,Times,0.0%,0.0%,,,,,,
3,3,3,3,357,21374,28,2,OrganicMatter,8142,TimeTypes,1.7%,4.4%,,,,,,
3,3,3,3,357,21374,28,3,OrganicMatter,7679,EventTypes,1.7%,4.6%,,,,,,
3,3,3,3,181,21374,28,4,OrganicMatter,881,Chemistry,0.8%,20.5%,,,,,,
3,3,3,3,220,21374,28,5,OrganicMatter,2675,NaturalMatter,1.0%,8.2%,,,,,,
3,3,3,3,1,21374,28,6,OrganicMatter,508,AtomsElements,0.0%,0.2%,,,,,,
3,3,3,3,39,21374,28,7,OrganicMatter,1796,NaturalSubstances,0.2%,2.2%,,,,,,
3,3,3,3,2185,21374,28,8,OrganicMatter,9514,ActionTypes,10.2%,23.0%,,,,,,
3,3,3,3,2760,21374,28,9,OrganicMatter,7049,SituationTypes,12.9%,39.2%,,,,,,
3,3,3,3,2077,21374,28,10,OrganicMatter,4396,LocationPlace,9.7%,47.2%,,,,,,
3,3,3,3,341,21374,28,11,OrganicMatter,2079,AreaRegion,1.6%,16.4%,,,,,,
3,3,3,3,2151,21374,28,12,OrganicMatter,8063,Places,10.1%,26.7%,,,,,,
3,3,3,3,18961,21374,28,13,OrganicMatter,33756,SpaceTypes,88.7%,56.2%,,,,,,
3,3,3,3,3544,21374,28,14,OrganicMatter,9159,Forms,16.6%,38.7%,,,,,,
3,3,3,3,7531,21374,28,15,OrganicMatter,14707,Shapes,35.2%,51.2%,,,,,,
3,3,3,3,2,21374,28,16,OrganicMatter,959,NaturalPhenomena,0.0%,0.2%,,,,,,
3,3,3,3,55,21374,28,17,OrganicMatter,6050,Information,0.3%,0.9%,,,,,,
3,3,3,3,1,21374,28,18,OrganicMatter,1085,VisualInfo,0.0%,0.1%,,,,,,
3,3,3,3,1,21374,28,19,OrganicMatter,1526,AVInfo,0.0%,0.1%,,,,,,
3,3,3,3,0,21374,28,20,OrganicMatter,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,3,3,3,0,21374,28,21,OrganicMatter,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,3,3,3,0,21374,28,22,OrganicMatter,453,AudioInfo,0.0%,0.0%,,,,,,
3,3,3,3,54,21374,28,37,OrganicMatter,1456,TopicsCategories,0.3%,3.7%,,,,,,
3,3,3,3,0,21374,28,38,OrganicMatter,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,3,3,3,1,21374,28,39,OrganicMatter,179,EmergentKnowledge,0.0%,0.6%,,,,,,
3,3,3,3,4,21374,28,40,OrganicMatter,652,InquiryMethods,0.0%,0.6%,,,,,,
3,3,3,3,23,21374,28,41,OrganicMatter,1799,LearningProcesses,0.1%,1.3%,,,,,,
3,3,3,3,792,21374,28,42,OrganicMatter,5524,SocialSystems,3.7%,14.3%,,,,,,
3,3,3,3,768,21374,28,43,OrganicMatter,4486,Society,3.6%,17.1%,,,,,,
3,3,3,3,8287,21374,28,44,OrganicMatter,30947,Artifacts,38.8%,26.8%,,,,,,
3,3,3,3,1722,21374,28,45,OrganicMatter,2175,FoodDrink,8.1%,79.2%,,,,,,
3,3,3,3,16,21374,28,46,OrganicMatter,2063,Facilities,0.1%,0.8%,,,,,,
3,3,3,3,8210,21374,28,47,OrganicMatter,25534,Products,38.4%,32.2%,,,,,,
3,3,3,3,1666,21374,28,48,OrganicMatter,3383,PrimarySectorProduct,7.8%,49.2%,,,,,,
3,3,3,3,6855,21374,28,49,OrganicMatter,19662,SecondarySectorProduct,32.1%,34.9%,,,,,,
3,3,3,3,0,21374,28,50,OrganicMatter,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,3,3,3,288,21374,28,51,OrganicMatter,1701,Drugs,1.3%,16.9%,,,,,,
3,14,23,23,0,3641,29,1,Persons,560,Times,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,2,Persons,8142,TimeTypes,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,3,Persons,7679,EventTypes,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,4,Persons,881,Chemistry,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,5,Persons,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,6,Persons,508,AtomsElements,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,7,Persons,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,14,23,23,1744,3641,29,8,Persons,9514,ActionTypes,47.9%,18.3%,,,,,,
3,14,23,23,1744,3641,29,9,Persons,7049,SituationTypes,47.9%,24.7%,,,,,,
3,14,23,23,0,3641,29,10,Persons,4396,LocationPlace,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,11,Persons,2079,AreaRegion,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,12,Persons,8063,Places,0.0%,0.0%,,,,,,
3,14,23,23,2705,3641,29,13,Persons,33756,SpaceTypes,74.3%,8.0%,,,,,,
3,14,23,23,1460,3641,29,14,Persons,9159,Forms,40.1%,15.9%,,,,,,
3,14,23,23,2,3641,29,15,Persons,14707,Shapes,0.1%,0.0%,,,,,,
3,14,23,23,0,3641,29,16,Persons,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,17,Persons,6050,Information,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,18,Persons,1085,VisualInfo,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,19,Persons,1526,AVInfo,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,20,Persons,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,21,Persons,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,22,Persons,453,AudioInfo,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,23,Persons,929,OrganicChemistry,0.0%,0.0%,,,,,,
3,14,23,23,635,3641,29,24,Persons,11013,LivingThings,17.4%,5.8%,,,,,,
3,14,23,23,618,3641,29,25,Persons,9593,Eukaryotes,17.0%,6.4%,,,,,,
3,14,23,23,0,3641,29,26,Persons,2303,Plants,0.0%,0.0%,,,,,,
3,14,23,23,618,3641,29,27,Persons,7087,Animals,17.0%,8.7%,,,,,,
3,14,23,23,0,3641,29,31,Persons,922,Diseases,0.0%,0.0%,,,,,,
3,14,23,23,49,3641,29,32,Persons,4848,Organizations,1.3%,1.0%,,,,,,
3,14,23,23,0,3641,29,33,Persons,187,ProtistsFungus,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,34,Persons,295,BiologicalProcesses,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,35,Persons,2049,Geopolitical,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,36,Persons,273,Prokaryotes,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,37,Persons,1456,TopicsCategories,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,38,Persons,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,39,Persons,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,40,Persons,652,InquiryMethods,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,41,Persons,1799,LearningProcesses,0.0%,0.0%,,,,,,
3,14,23,23,709,3641,29,42,Persons,5524,SocialSystems,19.5%,12.8%,,,,,,
3,14,23,23,709,3641,29,43,Persons,4486,Society,19.5%,15.8%,,,,,,
3,14,23,23,0,3641,29,44,Persons,30947,Artifacts,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,45,Persons,2175,FoodDrink,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,46,Persons,2063,Facilities,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,47,Persons,25534,Products,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,48,Persons,3383,PrimarySectorProduct,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,49,Persons,19662,SecondarySectorProduct,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,50,Persons,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,14,23,23,0,3641,29,51,Persons,1701,Drugs,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,1,Agents,560,Times,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,2,Agents,8142,TimeTypes,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,3,Agents,7679,EventTypes,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,4,Agents,881,Chemistry,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,5,Agents,2675,NaturalMatter,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,6,Agents,508,AtomsElements,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,7,Agents,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,14,14,14,1760,8662,30,8,Agents,9514,ActionTypes,20.3%,18.5%,,,,,,
3,14,14,14,1801,8662,30,9,Agents,7049,SituationTypes,20.8%,25.5%,,,,,,
3,14,14,14,2073,8662,30,10,Agents,4396,LocationPlace,23.9%,47.2%,,,,,,
3,14,14,14,311,8662,30,11,Agents,2079,AreaRegion,3.6%,15.0%,,,,,,
3,14,14,14,2098,8662,30,12,Agents,8063,Places,24.2%,26.0%,,,,,,
3,14,14,14,7411,8662,30,13,Agents,33756,SpaceTypes,85.6%,22.0%,,,,,,
3,14,14,14,1484,8662,30,14,Agents,9159,Forms,17.1%,16.2%,,,,,,
3,14,14,14,3,8662,30,15,Agents,14707,Shapes,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,16,Agents,959,NaturalPhenomena,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,17,Agents,6050,Information,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,18,Agents,1085,VisualInfo,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,19,Agents,1526,AVInfo,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,20,Agents,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,21,Agents,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,14,14,14,0,8662,30,22,Agents,453,AudioInfo,0.0%,0.0%,,,,,,
